[129: PlayerSettings] string.size 1818391920 > 10_000_000 \macAppStoreCategory, buf.Position=352
129: PlayerSettings pathID: 1

Ba.Warning: pos: 352 != len: 647 for: {fileID: 0 (globalgamemanagers), pathID: 1, m_Name: , type: PlayerSettings}
Begin export: {fileID: 0 (globalgamemanagers.assets), pathID: 2, m_Name: Sprites-Default, type: Material}
End export-ok: {fileID: 0 (globalgamemanagers.assets), pathID: 2, m_Name: Sprites-Default, type: Material}
Mem  681 Mb (+1) on {fileID: 0 (globalgamemanagers.assets), pathID: 2, m_Name: Sprites-Default, type: Material}
Resolve4: UnityEngine
Resolve4: UnityEngine.CoreModule
Resolve4: mscorlib
Resolve4: UnityEngine.TextRenderingModule
Begin export: {fileID: 0 (level0), pathID: 1, m_Name: Cubemap, type: Cubemap}
End export-ok: {fileID: 0 (level0), pathID: 1, m_Name: Cubemap, type: Cubemap}
Mem  708 Mb (+2) on {fileID: 0 (level0), pathID: 1, m_Name: Cubemap, type: Cubemap}
Begin export: {fileID: 0 (level0), pathID: 44, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 46, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 50, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 51, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 53, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 47, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 54, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 45, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 49, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 48, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (level0), pathID: 52, m_Name: , type: MonoBehaviour}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 2, m_Name: Default-Skybox, type: Material}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 2, m_Name: Default-Skybox, type: Material}
Mem  709 Mb (+1) on {fileID: 0 (sharedassets0.assets), pathID: 2, m_Name: Default-Skybox, type: Material}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 3, m_Name: logo_paye, type: Texture2D}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 3, m_Name: logo_paye, type: Texture2D}
Mem  717 Mb (+4) on {fileID: 0 (sharedassets0.assets), pathID: 3, m_Name: logo_paye, type: Texture2D}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 4, m_Name: icongoogle, type: Texture2D}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 4, m_Name: icongoogle, type: Texture2D}
Mem  725 Mb (+6) on {fileID: 0 (sharedassets0.assets), pathID: 4, m_Name: icongoogle, type: Texture2D}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 5, m_Name: grande1, type: Texture2D}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 5, m_Name: grande1, type: Texture2D}
Mem  772 Mb (+33) on {fileID: 0 (sharedassets0.assets), pathID: 5, m_Name: grande1, type: Texture2D}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 6, m_Name: Skybox/Procedural, type: Shader}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 6, m_Name: Skybox/Procedural, type: Shader}
Mem  778 Mb (+5) on {fileID: 0 (sharedassets0.assets), pathID: 6, m_Name: Skybox/Procedural, type: Shader}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 7, m_Name: abertura, type: AnimationClip}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 7, m_Name: abertura, type: AnimationClip}
Mem  785 Mb (+6) on {fileID: 0 (sharedassets0.assets), pathID: 7, m_Name: abertura, type: AnimationClip}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 8, m_Name: intro, type: AnimationClip}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 8, m_Name: intro, type: AnimationClip}
Mem  821 Mb (+36) on {fileID: 0 (sharedassets0.assets), pathID: 8, m_Name: intro, type: AnimationClip}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 9, m_Name: GameObject 1, type: AnimatorController}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 9, m_Name: GameObject 1, type: AnimatorController}
Mem  821 Mb (+0) on {fileID: 0 (sharedassets0.assets), pathID: 9, m_Name: GameObject 1, type: AnimatorController}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 10, m_Name: GameObject, type: AnimatorController}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 10, m_Name: GameObject, type: AnimatorController}
Mem  822 Mb (+1) on {fileID: 0 (sharedassets0.assets), pathID: 10, m_Name: GameObject, type: AnimatorController}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 11, m_Name: logo_paye, type: Sprite}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 11, m_Name: logo_paye, type: Sprite}
Mem  822 Mb (+0) on {fileID: 0 (sharedassets0.assets), pathID: 11, m_Name: logo_paye, type: Sprite}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 12, m_Name: icongoogle, type: Sprite}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 12, m_Name: icongoogle, type: Sprite}
Mem  822 Mb (+0) on {fileID: 0 (sharedassets0.assets), pathID: 12, m_Name: icongoogle, type: Sprite}
Begin export: {fileID: 0 (sharedassets0.assets), pathID: 13, m_Name: grande1, type: Sprite}
End export-ok: {fileID: 0 (sharedassets0.assets), pathID: 13, m_Name: grande1, type: Sprite}
Mem  822 Mb (+0) on {fileID: 0 (sharedassets0.assets), pathID: 13, m_Name: grande1, type: Sprite}
Begin export: {fileID: 0 (unity default resources), pathID: 17, m_Name: Hidden/InternalErrorShader, type: Shader}
Begin export: {fileID: 0 (unity default resources), pathID: 68, m_Name: Hidden/InternalClear, type: Shader}
Begin export: {fileID: 0 (unity default resources), pathID: 69, m_Name: Hidden/Internal-Colored, type: Shader}
Begin export: {fileID: 0 (unity default resources), pathID: 10001, m_Name: Soft, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10100, m_Name: Font Material, type: Material}
Begin export: {fileID: 0 (unity default resources), pathID: 10101, m_Name: GUI/Text Shader, type: Shader}
Begin export: {fileID: 0 (unity default resources), pathID: 10102, m_Name: Arial, type: Font}
img read old
Begin export: {fileID: 0 (unity default resources), pathID: 10103, m_Name: Font Texture, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10200, m_Name: pSphere1, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10202, m_Name: Cube, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10203, m_Name: pCylinder1, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10204, m_Name: pPlane1, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10205, m_Name: polySurface2, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10206, m_Name: Cylinder, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10207, m_Name: Sphere, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10208, m_Name: Capsule, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10209, m_Name: Plane, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10210, m_Name: Quad, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10211, m_Name: Icosphere, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10212, m_Name: icosahedron, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10213, m_Name: pyramid, type: Mesh}
Begin export: {fileID: 0 (unity default resources), pathID: 10400, m_Name: UnityWatermark-small, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10401, m_Name: EscToExit_back, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10402, m_Name: EscToExit_Text, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10403, m_Name: UnitySplash-cube, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10404, m_Name: UnitySplash-cube, type: Sprite}
End export-ok: {fileID: 0 (unity default resources), pathID: 10404, m_Name: UnitySplash-cube, type: Sprite}
Mem  814 Mb (+0) on {fileID: 0 (unity default resources), pathID: 10404, m_Name: UnitySplash-cube, type: Sprite}
Begin export: {fileID: 0 (unity default resources), pathID: 10407, m_Name: UnityWatermark-trial, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10408, m_Name: UnityWatermark-beta, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10409, m_Name: UnityWatermark-edu, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10410, m_Name: UnityWatermark-dev, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10411, m_Name: WarningSign, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10413, m_Name: UnityWatermark-proto, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10414, m_Name: UnityWatermarkPlugin-beta, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 10755, m_Name: Hidden/FrameDebuggerRenderTargetDisplay, type: Shader}
Begin export: {fileID: 0 (unity default resources), pathID: 10756, m_Name: FrameDebuggerRenderTargetDisplay, type: Material}
Missed: for UnityEngine.IMGUIModule.dll/UnityEngine/GUISkin
Begin export: {fileID: 0 (unity default resources), pathID: 11000, m_Name: GameSkin, type: MonoBehaviour}
Missed: for UnityEngine.IMGUIModule.dll/UnityEngine/GUISkin
Missed: for UnityEngine.IMGUIModule.dll/UnityEngine/GUISkin
End export-ok: {fileID: 0 (unity default resources), pathID: 11000, m_Name: GameSkin, type: MonoBehaviour}
Mem  820 Mb (+2) on {fileID: 0 (unity default resources), pathID: 11000, m_Name: GameSkin, type: MonoBehaviour}
Begin export: {fileID: 0 (unity default resources), pathID: 11001, m_Name: box, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11002, m_Name: button active, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11003, m_Name: button hover, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11004, m_Name: button on hover, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11005, m_Name: button on, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11006, m_Name: button, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11007, m_Name: horizontal scrollbar thumb, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11008, m_Name: horizontal scrollbar, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11009, m_Name: horizontalslider, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11010, m_Name: slider thumb active, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11011, m_Name: slider thumb, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11012, m_Name: slidert humb hover, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11013, m_Name: toggle active, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11014, m_Name: toggle hover, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11015, m_Name: toggle on hover, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11016, m_Name: toggle on, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11017, m_Name: toggle on active, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11018, m_Name: toggle, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11019, m_Name: vertical scrollbar thumb, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11020, m_Name: vertical scrollbar, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11021, m_Name: verticalslider, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11022, m_Name: window on, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11023, m_Name: window, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11024, m_Name: textfield, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11025, m_Name: textfield on, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 11026, m_Name: textfield hover, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 15000, m_Name: UnitySplash-HolographicTrackingLoss, type: Texture2D}
Begin export: {fileID: 0 (unity default resources), pathID: 17000, m_Name: internalskinning, type: ComputeShader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 6, m_Name: Legacy Shaders/VertexLit, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 7, m_Name: Legacy Shaders/Diffuse, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 19, m_Name: Hidden/Internal-StencilWrite, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 62, m_Name: Hidden/Internal-DepthNormalsTexture, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 63, m_Name: Hidden/Internal-PrePassLighting, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 64, m_Name: Hidden/Internal-ScreenSpaceShadows, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 65, m_Name: Hidden/Internal-CombineDepthNormals, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 66, m_Name: Hidden/BlitCopy, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 67, m_Name: Hidden/BlitCopyDepth, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 68, m_Name: Hidden/ConvertTexture, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 69, m_Name: Hidden/Internal-DeferredShading, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 74, m_Name: Hidden/Internal-DeferredReflections, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 75, m_Name: Hidden/Internal-MotionVectors, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 102, m_Name: Hidden/Internal-Flare, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 105, m_Name: Hidden/Internal-Halo, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 107, m_Name: Hidden/BlitCopyWithDepth, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 109, m_Name: Hidden/BlitToDepth, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 110, m_Name: Hidden/BlitToDepth_MSAA, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 9000, m_Name: Hidden/Internal-GUITextureClip, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 9001, m_Name: Hidden/Internal-GUITextureClipText, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 9002, m_Name: Hidden/Internal-GUITexture, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 9003, m_Name: Hidden/Internal-GUITextureBlit, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 9004, m_Name: Hidden/Internal-GUIRoundedRect, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 10753, m_Name: Sprites/Default, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 10757, m_Name: Sprites/Mask, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 10770, m_Name: UI/Default, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 15104, m_Name: Hidden/CubeBlur, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 15105, m_Name: Hidden/CubeCopy, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 15106, m_Name: Hidden/CubeBlend, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 15308, m_Name: Hidden/Internal-ODSWorldTexture, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 15309, m_Name: Hidden/Internal-CubemapToEquirect, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 16000, m_Name: Hidden/VideoDecode, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 16002, m_Name: Hidden/VideoDecodeAndroid, type: Shader}
Begin export: {fileID: 0 (unity_builtin_extra), pathID: 17000, m_Name: Hidden/Compositing, type: Shader}
Begin export: {fileID: 0 (0000000000000000f000000000000000), pathID: 1, m_Name: Mobile/VertexLit, type: Shader}
End export-ok: {fileID: 0 (0000000000000000f000000000000000), pathID: 1, m_Name: Mobile/VertexLit, type: Shader}
Mem  903 Mb (+12) on {fileID: 0 (0000000000000000f000000000000000), pathID: 1, m_Name: Mobile/VertexLit, type: Shader}
Begin export: {fileID: 0 (0000000000000000f000000000000000), pathID: 2, m_Name: Mobile/Diffuse, type: Shader}
End export-ok: {fileID: 0 (0000000000000000f000000000000000), pathID: 2, m_Name: Mobile/Diffuse, type: Shader}
Mem  882 Mb (+43) on {fileID: 0 (0000000000000000f000000000000000), pathID: 2, m_Name: Mobile/Diffuse, type: Shader}
Begin export: {fileID: 0 (031b8a3cc0c740e4cb2ddc8b0ed1fee6), pathID: 1, m_Name: resource_metal, type: Mesh}
End export-ok: {fileID: 0 (031b8a3cc0c740e4cb2ddc8b0ed1fee6), pathID: 1, m_Name: resource_metal, type: Mesh}
Mem  887 Mb (+2) on {fileID: 0 (031b8a3cc0c740e4cb2ddc8b0ed1fee6), pathID: 1, m_Name: resource_metal, type: Mesh}
Begin export: {fileID: 0 (04e5790c81fa7694582413fc9fe42b42), pathID: 1, m_Name: Resource_Rocks, type: Texture2D}
End export-ok: {fileID: 0 (04e5790c81fa7694582413fc9fe42b42), pathID: 1, m_Name: Resource_Rocks, type: Texture2D}
Mem  894 Mb (+6) on {fileID: 0 (04e5790c81fa7694582413fc9fe42b42), pathID: 1, m_Name: Resource_Rocks, type: Texture2D}
Begin export: {fileID: 0 (0e260f3b2265c524cbe9e8812505e61f), pathID: 1, m_Name: Resource_Metal, type: Material}
End export-ok: {fileID: 0 (0e260f3b2265c524cbe9e8812505e61f), pathID: 1, m_Name: Resource_Metal, type: Material}
Mem  904 Mb (+10) on {fileID: 0 (0e260f3b2265c524cbe9e8812505e61f), pathID: 1, m_Name: Resource_Metal, type: Material}
Begin export: {fileID: 0 (26d7fb8f77ae40e439e4fc984820e465), pathID: 1, m_Name: Resource_Rocks, type: Material}
End export-ok: {fileID: 0 (26d7fb8f77ae40e439e4fc984820e465), pathID: 1, m_Name: Resource_Rocks, type: Material}
Mem  905 Mb (+0) on {fileID: 0 (26d7fb8f77ae40e439e4fc984820e465), pathID: 1, m_Name: Resource_Rocks, type: Material}
Begin export: {fileID: 0 (274fdad7b779aa042903793e0a06c9a1), pathID: 1, m_Name: resource_log01_A, type: Mesh}
End export-ok: {fileID: 0 (274fdad7b779aa042903793e0a06c9a1), pathID: 1, m_Name: resource_log01_A, type: Mesh}
Mem  908 Mb (+1) on {fileID: 0 (274fdad7b779aa042903793e0a06c9a1), pathID: 1, m_Name: resource_log01_A, type: Mesh}
Begin export: {fileID: 0 (3701d22fa5c1eae48933308b3b7fa67d), pathID: 1, m_Name: resource_log02_A, type: Mesh}
End export-ok: {fileID: 0 (3701d22fa5c1eae48933308b3b7fa67d), pathID: 1, m_Name: resource_log02_A, type: Mesh}
Mem  911 Mb (+1) on {fileID: 0 (3701d22fa5c1eae48933308b3b7fa67d), pathID: 1, m_Name: resource_log02_A, type: Mesh}
Begin export: {fileID: 0 (39e4c3d647953a64b967b1bd8f037c02), pathID: 1, m_Name: Resource_Rope, type: Texture2D}
End export-ok: {fileID: 0 (39e4c3d647953a64b967b1bd8f037c02), pathID: 1, m_Name: Resource_Rope, type: Texture2D}
Mem  914 Mb (+2) on {fileID: 0 (39e4c3d647953a64b967b1bd8f037c02), pathID: 1, m_Name: Resource_Rope, type: Texture2D}
Begin export: {fileID: 0 (40726d0657ef9cd49b8e5dde5ffede2b), pathID: 1, m_Name: Resource_Rope, type: Material}
End export-ok: {fileID: 0 (40726d0657ef9cd49b8e5dde5ffede2b), pathID: 1, m_Name: Resource_Rope, type: Material}
Mem  915 Mb (+0) on {fileID: 0 (40726d0657ef9cd49b8e5dde5ffede2b), pathID: 1, m_Name: Resource_Rope, type: Material}
Begin export: {fileID: 0 (431c6473479d39e47b8c13881db22da7), pathID: 1, m_Name: resource_rocks, type: Mesh}
End export-ok: {fileID: 0 (431c6473479d39e47b8c13881db22da7), pathID: 1, m_Name: resource_rocks, type: Mesh}
Mem  917 Mb (+1) on {fileID: 0 (431c6473479d39e47b8c13881db22da7), pathID: 1, m_Name: resource_rocks, type: Mesh}
Begin export: {fileID: 0 (46169b8123543f243963b2e23b2a75bf), pathID: 1, m_Name: resource_rock, type: Mesh}
End export-ok: {fileID: 0 (46169b8123543f243963b2e23b2a75bf), pathID: 1, m_Name: resource_rock, type: Mesh}
Mem  919 Mb (+0) on {fileID: 0 (46169b8123543f243963b2e23b2a75bf), pathID: 1, m_Name: resource_rock, type: Mesh}
Begin export: {fileID: 0 (50f539e2af7051d4f97534a472a65ae0), pathID: 1, m_Name: Resource_Wood, type: Material}
End export-ok: {fileID: 0 (50f539e2af7051d4f97534a472a65ae0), pathID: 1, m_Name: Resource_Wood, type: Material}
Mem  919 Mb (+0) on {fileID: 0 (50f539e2af7051d4f97534a472a65ae0), pathID: 1, m_Name: Resource_Wood, type: Material}
Begin export: {fileID: 0 (64bc1827053c3264a9d2d3b56e08c183), pathID: 1, m_Name: Resource_Wood, type: Texture2D}
End export-ok: {fileID: 0 (64bc1827053c3264a9d2d3b56e08c183), pathID: 1, m_Name: Resource_Wood, type: Texture2D}
Mem  929 Mb (+7) on {fileID: 0 (64bc1827053c3264a9d2d3b56e08c183), pathID: 1, m_Name: Resource_Wood, type: Texture2D}
Begin export: {fileID: 0 (660d5833bace6c44c99135a5140a4a9f), pathID: 1, m_Name: resource_planks, type: Mesh}
End export-ok: {fileID: 0 (660d5833bace6c44c99135a5140a4a9f), pathID: 1, m_Name: resource_planks, type: Mesh}
Mem  931 Mb (+0) on {fileID: 0 (660d5833bace6c44c99135a5140a4a9f), pathID: 1, m_Name: resource_planks, type: Mesh}
Begin export: {fileID: 0 (8c778f81eba03054c9c44bdb0fab199b), pathID: 1, m_Name: resource_log01_B, type: Mesh}
End export-ok: {fileID: 0 (8c778f81eba03054c9c44bdb0fab199b), pathID: 1, m_Name: resource_log01_B, type: Mesh}
Mem  933 Mb (+1) on {fileID: 0 (8c778f81eba03054c9c44bdb0fab199b), pathID: 1, m_Name: resource_log01_B, type: Mesh}
Begin export: {fileID: 0 (95f9ce3e337e2b9419a2218e11a56f06), pathID: 1, m_Name: resource _rope, type: Mesh}
End export-ok: {fileID: 0 (95f9ce3e337e2b9419a2218e11a56f06), pathID: 1, m_Name: resource _rope, type: Mesh}
Mem  936 Mb (+1) on {fileID: 0 (95f9ce3e337e2b9419a2218e11a56f06), pathID: 1, m_Name: resource _rope, type: Mesh}
Begin export: {fileID: 0 (ca4fc8ce8efe6b346b6f989edbb6e293), pathID: 1, m_Name: resource_branch , type: Mesh}
End export-ok: {fileID: 0 (ca4fc8ce8efe6b346b6f989edbb6e293), pathID: 1, m_Name: resource_branch , type: Mesh}
Mem  939 Mb (+1) on {fileID: 0 (ca4fc8ce8efe6b346b6f989edbb6e293), pathID: 1, m_Name: resource_branch , type: Mesh}
Begin export: {fileID: 0 (f09f182352dfb4a499724d61e4191800), pathID: 1, m_Name: Resource_Metal, type: Texture2D}
End export-ok: {fileID: 0 (f09f182352dfb4a499724d61e4191800), pathID: 1, m_Name: Resource_Metal, type: Texture2D}
Mem  949 Mb (+8) on {fileID: 0 (f09f182352dfb4a499724d61e4191800), pathID: 1, m_Name: Resource_Metal, type: Texture2D}
Begin export: {fileID: 0 (f19c0ea826b0ab04990195c729796522), pathID: 1, m_Name: resource_log02_B, type: Mesh}
End export-ok: {fileID: 0 (f19c0ea826b0ab04990195c729796522), pathID: 1, m_Name: resource_log02_B, type: Mesh}
Mem  895 Mb (+0) on {fileID: 0 (f19c0ea826b0ab04990195c729796522), pathID: 1, m_Name: resource_log02_B, type: Mesh}
Resolve4: UnityEngine.AudioModule
Resolve4: UnityEngine.GameCenterModule
Resolve4: UnityEngine.UI
Begin export: {fileID: 0 (level1), pathID: 1, m_Name: Cubemap, type: Cubemap}
